cJobId,cTitle,Status,Created Date,Start Date,End Date,sWork,Employer,sEducation,sExperience,sLocation,sOccupation,Occupation,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,fMinSalary,fMaxSalary,fMeanSalary,Sub-Industry,sIndustry
D8N4D5,Executive Legal Secretary,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Walkers,Certificate/Diploma,5-6 years,George Town,197,Legal secretaries,37.5,USD,Per Month,"USD$85,000 - USD$100,000 Per Annum (paid Monthly)","$85,000","$100,000","$70,833","$83,333","$77,083",Legal Services,"Professional, Scientfic and Technical Activities"
D8K3V8,Helicopter Pilot,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Cayman Islands Helicopters,Some College/University,5-6 years,George Town,161,Aircraft pilots and related associate professionals,45,USD,Per Month,"USD$100,807.2 - USD$115,221.6 Per Annum (paid Monthly)","$100,807","$115,222","$84,006","$96,018","$90,012","Travel Agencies, Tour Operators & Reservation Services",Administrative and Support Service Activities
D7Q3G8,Duct Fabricator/ac Technician Helper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Temp-tec Ltd T/a Temp-tec Mechanical Contractor,High School or Equivalent,1-2 years,George Town,330,Air Conditioning and Refrigeration Mechanics,40,KYD,Per Hour,KYD$10 - KYD$14 Per Hour (paid Per Hour),"$20,800","$29,120","$20,800","$29,120","$24,960","Electrical, Plumbing & Air-Conditioning Installation",Construction
D6R8V3,Church Ministry Assistant,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,The First Baptist Church Of Grand Cayman,Associate Degree,7-8 years,George Town,195,Administrative and Specialized Secretaries,45,KYD,Per Month,"KYD$45,000 - KYD$55,000 Per Annum (paid Monthly)","$45,000","$55,000","$45,000","$55,000","$50,000",Religious & Charitable Organizations,Other Service Activities
D5V8W5,Food And Beverage Server,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Sea Grape Secretarial Service,Below High School,10+ years,George Town,282,Food service counter attendants,40,KYD,Per Month,KYD$9.75 Per Hour (paid Monthly),"$20,280","$20,280","$20,280","$20,280","$20,280",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
D5A5S3,Domestic Helper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Dalton Dunkley T/a Triple J Construction,High School or Equivalent,1-2 years,Bodden Town,261,Domestic housekeepers,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$18,720 Per Annum (paid Bi-Weekly)","$14,040","$18,720","$14,040","$18,720","$16,380",Construction & Civil Engineering,Construction
D3S2G2,Carpenter/mason,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Trevan Ebanks T/a North East Construction,High School or Equivalent,7-8 years,George Town,322,Carpenters and joiners,45,KYD,Per Hour,KYD$9 - KYD$12 Per Hour (paid Per Hour),"$21,060","$28,080","$21,060","$28,080","$24,570",Construction & Civil Engineering,Construction
C7E2D3,Bus Driver,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Winston Pearson T/a Wrp Temple Transportation Bus Services,High School or Equivalent,3-4 years,George Town,432,Bus and tram drivers,40,KYD,Per Week,KYD$425 - KYD$500 Weekly,"$22,100","$26,000","$22,100","$26,000","$24,050","Land, Water & Air Transport",Transportation and Storage
C6J8Y5,Store Clerk - Meat,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Hurley's (grand Harbour) Ltd. T/a Hurley's Market Place,High School or Equivalent,1-2 years,George Town,242,Stock clerks,45,KYD,Per Week,KYD$8.5 - KYD$11 Per Hour (paid Weekly),"$19,890","$25,740","$19,890","$25,740","$22,815",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
C5F6F7,Refrigeration Technician,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Hurley's (grand Harbour) Ltd. T/a Hurley's Market Place,Certificate/Diploma,5-6 years,George Town,330,Air Conditioning and Refrigeration Mechanics,45,KYD,Per Week,KYD$18 - KYD$22 Per Hour (paid Weekly),"$42,120","$51,480","$42,120","$51,480","$46,800",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
C5E4X2,Gardener/cleaner/helper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Agl Group Ltd T/a Docuplus Agency,High School or Equivalent,3-4 years,George Town,450,Garden and horticultural labourers,45,KYD,Per Week,KYD$6.75 - KYD$8.75 Per Hour (paid Weekly),"$15,795","$20,475","$15,795","$20,475","$18,135",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
C3N3R4,Housekeeper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Part-time,Plantana Condominiums,High School or Equivalent,1-2 years,Seven Mile Beach,261,Domestic housekeepers,20,USD,Bi-Weekly,"USD$9,360 - USD$11,440 Per Annum (paid Bi-Weekly) + gratuities","$9,360","$11,440","$7,800","$9,533","$8,667",Accommodation,Accommodation and Food Service Activities
C3C8T8,Captain/dive Instructor,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Oceans International Ltd T/a Cayman Aggressor V.,Certificate/Diploma,7-8 years,George Town,386,Underwater Divers,45,USD,Per Week,USD$500 Weekly,"$26,000","$26,000","$21,667","$21,667","$21,667","Land, Water & Air Transport",Transportation and Storage
C2U4D8,Mates/ Deck Hand,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Chester Frederick T/a Cayman Paradise Tours,High School or Equivalent,1-2 years,George Town,438,Ships deck crews and related workers,40,USD,Per Week,USD$320 - USD$400 Weekly,"$16,640","$20,800","$13,867","$17,333","$15,600","Travel Agencies, Tour Operators & Reservation Services",Administrative and Support Service Activities
B8X6C2,Service Technician,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Caribbean Utilities Company Ltd,Certificate/Diploma,3-4 years,George Town,142,Mechanical engineering technicians,40,KYD,Per Month,"KYD$3,900 - KYD$4,200 Monthly","$46,800","$50,400","$46,800","$50,400","$48,600","Electric Power Generation, Transmission & Distribution","Electricity, Gas, Steam, and Air Conditioning Supply"
B8W5B6,General Helper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Ashburn Renford Barnes T/a Barne's Bus Transport,High School or Equivalent,1-2 years,George Town,432,Bus and tram drivers,45,KYD,Bi-Monthly,KYD$6 - KYD$7 Per Hour (paid Bi-Monthly),"$14,040","$16,380","$14,040","$16,380","$15,210","Land, Water & Air Transport",Transportation and Storage
B8M4W4,Mechanic/truck Driver/labourer,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Paramount Vehicle Limited,High School or Equivalent,5-6 years,George Town,345,Motor vehicle mechanics and repairers,45,KYD,Per Week,KYD$10 - KYD$16 Per Hour (paid Weekly),"$23,400","$37,440","$23,400","$37,440","$30,420",Rental & Leasing of Motor Vehicles,Administrative and Support Service Activities
B8A8Y3,Farmhand,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Rising Sun Farms Ltd,High School or Equivalent,5-6 years,Spotts / Newlands,449,Mixed crop and livestock farm labourers,45,KYD,Per Week,KYD$7 - KYD$9 Per Hour (paid Weekly),"$16,380","$21,060","$16,380","$21,060","$18,720",Agriculture & Fishing,"Agriculture, Forestry and Fishing"
B7K8Q5,Janitor,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Sea Grape Secretarial Service,Below High School,3-4 years,George Town,441,Cleaners and helpers in offices hotels and other establishments,40,KYD,Per Month,KYD$7 Per Hour (paid Monthly),"$14,560","$14,560","$14,560","$14,560","$14,560",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
B6G5A5,Purchasing Representative,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Michael D. Tibbetts,Bachelor´s Degree,3-4 years,Cayman Brac,188,Buyers,50,KYD,Per Week,KYD$865 Weekly,"$44,980","$44,980","$44,980","$44,980","$44,980",Financial & Insurance Services,Financial and Insurance Activities
B5X4V3,Warehouse Attendant,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Hurley's (grand Harbour) Ltd. T/a Hurley's Market Place,High School or Equivalent,3-4 years,Red Bay / Prospect,242,Stock clerks,45,KYD,Per Week,KYD$11 - KYD$14 Per Hour (paid Weekly),"$25,740","$32,760","$25,740","$32,760","$29,250",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
B5T2N4,Finisher/painter/plasterer,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Pietra Viva Ltd,High School or Equivalent,5-6 years,George Town,362,Print finishing and binding workers,45,KYD,Bi-Weekly,"KYD$1,950 - KYD$2,437.5 Monthly (paid Bi-Weekly)","$23,400","$29,250","$23,400","$29,250","$26,325",Construction & Civil Engineering,Construction
B3W7B2,Electrican,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Eccleston Electric,Bachelor´s Degree,9-10 years,George Town,364,Building and related electricians,40,KYD,Bi-Weekly,"KYD$35,360 - KYD$41,600 Per Annum (paid Bi-Weekly)","$35,360","$41,600","$35,360","$41,600","$38,480","Electrical, Plumbing & Air-Conditioning Installation",Construction
B3T3T7,Kitchen Helper,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Clean Cayman Ltd,High School or Equivalent,3-4 years,George Town,463,Kitchen helpers,45,KYD,Per Week,KYD$270 - KYD$320 Weekly,"$14,040","$16,640","$14,040","$16,640","$15,340","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
B2U7H2,Claims Counsel,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,"Greenlight Reinsurance, Ltd.",Certificate/Diploma,5-6 years,Camana Bay,97,Financial and investment advisers,42.5,USD,Per Month,"USD$150,000 - USD$170,000 Per Annum (paid Monthly)","$150,000","$170,000","$125,000","$141,667","$133,333",Financial & Insurance Services,Financial and Insurance Activities
B2M4D4,Food And Beverage Server,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Cafe Del Sol Ltd.,High School or Equivalent,3-4 years,George Town,256,Waiters,45,KYD,Bi-Weekly,"KYD$16,380 - KYD$17,550 Per Annum (paid Bi-Weekly)","$16,380","$17,550","$16,380","$17,550","$16,965","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
A8K6E7,"Senior Manager, It Audit",Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Kpmg,Bachelor´s Degree,7-8 years,George Town,96,Accountants,40,USD,Per Month,"USD$10,000 - USD$11,666.67 Monthly","$120,000","$140,000","$100,000","$116,667","$108,333",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
A7K7B3,Laundry Attendant,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,The Ritz Carlton Hotel,High School or Equivalent,1-2 years,Seven Mile Beach,412,Laundry machine operators,40,USD,Bi-Weekly,USD$8.5 Per Hour (paid Bi-Weekly) + gratuities,"$17,680","$17,680","$14,733","$14,733","$14,733",Accommodation,Accommodation and Food Service Activities
A6S6C7,Maintenance Technician,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Fast Foods Company Ltd. T/a Kentucky Fried Chicken,High School or Equivalent,3-4 years,George Town,107,Information and communications technology sales professionals,45,KYD,Per Hour,KYD$10 - KYD$14 Per Hour (paid Per Hour),"$23,400","$32,760","$23,400","$32,760","$28,080","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
A6M3N4,Reinsurance Underwriter,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,"Greenlight Reinsurance, Ltd.",Some College/University,5-6 years,Camana Bay,186,Insurance representatives,42.5,USD,Per Month,"USD$110,000 - USD$160,000 Per Annum (paid Monthly)","$110,000","$160,000","$91,667","$133,333","$112,500",Financial & Insurance Services,Financial and Insurance Activities
A5H7F3,Mason,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,C.i. Precast Ltd,High School or Equivalent,5-6 years,George Town,320,Stonemasons stone cutters splitters and carvers,45,KYD,Bi-Weekly,"KYD$23,400 - KYD$31,590 Per Annum (paid Bi-Weekly)","$23,400","$31,590","$23,400","$31,590","$27,495",Manufacturing,Manufacturing
A5D8C4,Store Clerk - Cleaner,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Hurley's (grand Harbour) Ltd. T/a Hurley's Market Place,High School or Equivalent,Less than 1 year,George Town,242,Stock clerks,45,KYD,Per Week,KYD$8.5 - KYD$11 Per Hour (paid Weekly),"$19,890","$25,740","$19,890","$25,740","$22,815",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
A4J5X8,Screen-printer,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Monograms & More Ltd. T/a M & M Promotions,High School or Equivalent,3-4 years,George Town,361,Printers,45,KYD,Per Month,"KYD$23,400 Per Annum (paid Monthly)","$23,400","$23,400","$23,400","$23,400","$23,400",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
A4E6X6,Senior Design Manager,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Dart People Ltd. T/a Dart,Bachelor´s Degree,10+ years,Camana Bay,57,Building architects,40,KYD,Per Month,"KYD$100,000 - KYD$130,000 Per Annum (paid Monthly)","$100,000","$130,000","$100,000","$130,000","$115,000",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
A3V6F5,Kitchen Helper/ Cashier,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Good Old Days Restaurant Ltd.,High School or Equivalent,5-6 years,George Town,282,Food service counter attendants,45,KYD,Per Week,KYD$315 - KYD$337.5 Weekly + gratuities,"$16,380","$17,550","$16,380","$17,550","$16,965","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
A3R5X7,Cashier,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Natasha'emporium Ltd T/a Caymart Hair And Beauty Supply,High School or Equivalent,3-4 years,George Town,274,Shop sales assistants,45,KYD,Per Hour,KYD$6 - KYD$9 Per Hour (paid Per Hour),"$14,040","$21,060","$14,040","$21,060","$17,550",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
A2R4P6,Mason/carpenter,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Claudette Ann Scott T/a C & M Construction,High School or Equivalent,7-8 years,George Town,320,Stonemasons stone cutters splitters and carvers,45,KYD,Per Month,"KYD$32,760 Per Annum (paid Monthly)","$32,760","$32,760","$32,760","$32,760","$32,760",Construction & Civil Engineering,Construction
A2G3U4,Food And Beverage Server,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,Sea Grape Secretarial Service,Below High School,10+ years,George Town,282,Food service counter attendants,40,KYD,Per Month,KYD$390 Weekly (paid Monthly),"$20,280","$20,280","$20,280","$20,280","$20,280",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
A2B6V3,Pipe Fitter,Closed,10-Sep-25,10-Sep-25,24-Sep-25,Full-time,United Contracting Ltd T/a Ucl,High School or Equivalent,3-4 years,George Town,329,Plumbers and pipe fitters,45,KYD,Bi-Weekly,KYD$11 - KYD$13 Per Hour (paid Bi-Weekly),"$25,740","$30,420","$25,740","$30,420","$28,080",Construction & Civil Engineering,Construction
Y5S5M4,Janitorial Supervisor,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Daisha A Mclaughlin,High School or Equivalent,5-6 years,George Town,260,Cleaning and housekeeping supervisors in offices hotels and other establishments,45,KYD,Per Week,KYD$450 - KYD$540 Weekly,"$23,400","$28,080","$23,400","$28,080","$25,740",Cleaning Services,Administrative and Support Service Activities
X8C7E6,Golf Outside Services Staff,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,The Ritz Carlton Hotel,High School or Equivalent,Less than 1 year,Seven Mile Beach,441,Cleaners and helpers in offices hotels and other establishments,40,USD,Bi-Monthly,USD$17.9 - USD$19.15 Per Hour (paid Bi-Monthly),"$37,232","$39,832","$31,027","$33,193","$32,110",Accommodation,Accommodation and Food Service Activities
W4Q8C6,Manager/senior Manager (advisory),Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Pricewaterhousecoopers,Bachelor´s Degree,5-6 years,Camana Bay,10,Finance managers,37.5,KYD,Per Month,"KYD$83,500 - KYD$133,000 Per Annum (paid Monthly)","$83,500","$133,000","$83,500","$133,000","$108,250",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
W4N6S2,Brewer,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,The Cayman Islands Brewery Ltd.,Associate Degree,1-2 years,George Town,456,Manufacturing labourers not elsewhere classified,45,USD,Per Month,"USD$50,000 - USD$65,000 Per Annum (paid Monthly)","$50,000","$65,000","$41,667","$54,167","$47,917",Manufacturing,Manufacturing
W4A3F5,Childcare Provider,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Peter Alexander Habib,High School or Equivalent,5-6 years,George Town,285,Child care workers,45,KYD,Per Week,KYD$7 - KYD$8 Per Hour (paid Weekly),"$16,380","$18,720","$16,380","$18,720","$17,550",Households as Employers of Domestic Personnel,Activities of Households as Employers; Undifferentiated Goods- And Services-Producing Activities of Households for Own Use
W3Q7P3,Waitress,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Lorenzo L. Lowe T/a Mango Tree Restaurant And Jerk,High School or Equivalent,5-6 years,George Town,256,Waiters,45,KYD,Per Hour,KYD$6 - KYD$6.5 Per Hour (paid Per Hour),"$14,040","$15,210","$14,040","$15,210","$14,625","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
W2M3T2,Compliance Administrator (portuguese Speaking),Closed,11-Sep-25,11-Sep-25,25-Sep-25,Part-time,Steppingstones Recruitment Ltd,Certificate/Diploma,1-2 years,George Town,198,Administrative and executive secretaries,37.5,KYD,Per Hour,KYD$18 - KYD$22 Per Hour (paid Per Hour),"$35,100","$42,900","$35,100","$42,900","$39,000",Recruitment & Employment Agencies,Administrative and Support Service Activities
V8F5F5,Divemaster/instructor/boat Handler,Closed,11-Sep-25,12-Sep-25,26-Sep-25,Full-time,Little Cayman Divers Ltd,High School or Equivalent,5-6 years,Little Cayman,386,Underwater Divers,45,KYD,Per Week,KYD$630 Weekly,"$32,760","$32,760","$32,760","$32,760","$32,760","Travel Agencies, Tour Operators & Reservation Services",Administrative and Support Service Activities
U8B8H3,Marketing Assistant,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Part-time,Steppingstones Recruitment Ltd,Certificate/Diploma,1-2 years,George Town,104,Advertising and marketing professionals,37.5,KYD,Per Hour,"KYD$42,900 - KYD$52,650 Per Annum (paid Per Hour)","$42,900","$52,650","$42,900","$52,650","$47,775",Recruitment & Employment Agencies,Administrative and Support Service Activities
U2P5A4,Hair Stylist,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,The House Of Beauty Ltd T/a The House Of Beauty,Certificate/Diploma,9-10 years,George Town,259,Beauticians and related workers,45,KYD,Bi-Weekly,KYD$600 - KYD$700 Bi-Weekly (paid Bi-Weekly),"$15,600","$18,200","$15,600","$18,200","$16,900","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
T7X2K2,Nail Technician,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,The House Of Beauty Ltd T/a The House Of Beauty,Certificate/Diploma,9-10 years,George Town,259,Beauticians and related workers,40,KYD,Bi-Weekly,"KYD$15,600 Per Annum (paid Bi-Weekly)","$15,600","$15,600","$15,600","$15,600","$15,600","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
T3X5C2,Senior Project Manager,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Caribbean Utilities Company Ltd,Bachelor´s Degree,10+ years,George Town,52,Engineering professionals not elsewhere classified,45,KYD,Per Month,"KYD$74,869 - KYD$102,945 Per Annum (paid Monthly)","$74,869","$102,945","$74,869","$102,945","$88,907","Electric Power Generation, Transmission & Distribution","Electricity, Gas, Steam, and Air Conditioning Supply"
S3V4B7,Painter,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Surebuilt Construction Ltd.,High School or Equivalent,5-6 years,George Town,331,Painters and related workers,45,KYD,Per Week,KYD$540 - KYD$720 Weekly,"$28,080","$37,440","$28,080","$37,440","$32,760",Construction & Civil Engineering,Construction
Q8E8S2,Kitchen Helper,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Merline White-jefferson,High School or Equivalent,1-2 years,George Town,463,Kitchen helpers,40,KYD,Per Week,KYD$8 Per Hour (paid Weekly),"$16,640","$16,640","$16,640","$16,640","$16,640","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
Q5A2A4,It Support Officer,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Calvary Baptist Christian Academy Ltd.,Bachelor´s Degree,3-4 years,George Town,113,Database and Network Professionals,40,KYD,Per Month,"KYD$3,000 - KYD$3,500 Monthly","$36,000","$42,000","$36,000","$42,000","$39,000",Education,Education
Q3Y6B5,Manager/senior Manager (risk Assurance),Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Pricewaterhousecoopers,Bachelor´s Degree,5-6 years,Camana Bay,10,Finance managers,37.5,KYD,Per Month,"KYD$80,000 - KYD$130,000 Per Annum (paid Monthly)","$80,000","$130,000","$80,000","$130,000","$105,000",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
Q3B3A6,Car Wash Attendant,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Rodney's Ltd,High School or Equivalent,1-2 years,George Town,443,Vehicle cleaners,45,KYD,Per Week,KYD$360 - KYD$405 Weekly,"$18,720","$21,060","$18,720","$21,060","$19,890",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
P7C8C7,Senior Investor Relations Administrator,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Citco Fund Services (cayman Islands) Limited,Associate Degree,1-2 years,Camana Bay,13,Business services and administration managers not elsewhere classified,40,USD,Per Month,"USD$70,000 - USD$92,000 Per Annum (paid Monthly)","$70,000","$92,000","$58,333","$76,667","$67,500",Financial & Insurance Services,Financial and Insurance Activities
N2U8T3,Store Assistant,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Shaniquica Douglas T/a Kaboom Janitorial Services,High School or Equivalent,3-4 years,George Town,274,Shop sales assistants,45,KYD,Per Week,KYD$8 Per Hour (paid Weekly),"$18,720","$18,720","$18,720","$18,720","$18,720",Cleaning Services,Administrative and Support Service Activities
M4E5G4,Administrative Assistant (design),Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Kaleidoscope Holdings Ltd/international Design Group,Bachelor´s Degree,3-4 years,George Town,195,Administrative and Specialized Secretaries,45,KYD,Per Month,"KYD$30,000 Per Annum (paid Monthly)","$30,000","$30,000","$30,000","$30,000","$30,000","Creative Arts, Sporting & Cultural Activities","Arts, Entertainment and Recreation"
J4Y8G2,Kitchen Helper/delivery,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Merline White-jefferson,High School or Equivalent,1-2 years,George Town,463,Kitchen helpers,40,KYD,Per Week,KYD$8 Per Hour (paid Weekly),"$16,640","$16,640","$16,640","$16,640","$16,640","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
J2R5V4,Chef / Cook / Pastry Chef,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Goddard Catering Group Gcm Ltd,Certificate/Diploma,5-6 years,George Town,255,Cooks,45,KYD,Per Month,KYD$14 - KYD$30 Per Hour (paid Monthly) + gratuities,"$32,760","$70,200","$32,760","$70,200","$51,480",Event Catering,Accommodation and Food Service Activities
H3K2T3,Janitor,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Reliable Industries Ltd,High School or Equivalent,3-4 years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Per Week,KYD$8 - KYD$15 Per Hour (paid Weekly),"$18,720","$35,100","$18,720","$35,100","$26,910",Cleaning Services,Administrative and Support Service Activities
G6X4G4,Hair Stylist,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Agl Group Ltd T/a Docuplus Agency,High School or Equivalent,10+ years,George Town,258,Hairdressers,40,KYD,Per Week,KYD$300 Weekly,"$15,600","$15,600","$15,600","$15,600","$15,600",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
F7V6Y7,Janitor,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Reliable Industries Ltd,High School or Equivalent,Less than 1 year,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Per Hour,KYD$6 - KYD$9 Per Hour (paid Per Hour),"$14,040","$21,060","$14,040","$21,060","$17,550",Cleaning Services,Administrative and Support Service Activities
F4V4X2,Cook,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Virtue Holdings Ltd. T/a Virtue Construction,High School or Equivalent,5-6 years,George Town,255,Cooks,45,KYD,Per Week,KYD$360 Weekly,"$18,720","$18,720","$18,720","$18,720","$18,720",Construction & Civil Engineering,Construction
E3S7Q2,Tattoo Artist,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Temporary,Sean Dobson,High School or Equivalent,5-6 years,George Town,259,Beauticians and related workers,40,KYD,Per Month,"KYD$30,000 - KYD$72,000 Per Annum (paid Monthly)","$30,000","$72,000","$30,000","$72,000","$51,000","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
E2X2A6,"General Maintenance, Harvester",Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Geoffrey Dixon T/a Zippy Farm,High School or Equivalent,Less than 1 year,George Town,447,Crop farm labourers,45,KYD,Per Week,KYD$6 - KYD$9.5 Per Hour (paid Weekly),"$14,040","$22,230","$14,040","$22,230","$18,135",Agriculture & Fishing,"Agriculture, Forestry and Fishing"
D5B4E3,Maintenance Worker,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Rmb Enterprise T/a Gpe Services,High School or Equivalent,5-6 years,George Town,454,Building construction labourers,45,KYD,Per Month,"KYD$23,400 - KYD$35,100 Per Annum (paid Monthly)","$23,400","$35,100","$23,400","$35,100","$29,250",Construction & Civil Engineering,Construction
D4M5D3,Beauty Therapist,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,No. 11 Spa Ltd.,Certificate/Diploma,5-6 years,George Town,259,Beauticians and related workers,40,KYD,Per Month,"KYD$1,080 - KYD$1,200 Monthly","$12,960","$14,400","$12,960","$14,400","$13,680",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
C4K4N5,Assistant Property Manager,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Caribbean Property Consultants Ltd,Some College/University,5-6 years,West Bay,193,Real estate agents and property managers,45,KYD,Per Month,"KYD$48,000 Per Annum (paid Monthly)","$48,000","$48,000","$48,000","$48,000","$48,000",Real Estate & Property Management,Real Estate Activities
C3P7U6,Server,Closed,11-Sep-25,11-Sep-25,25-Sep-25,Full-time,Merline White-jefferson,High School or Equivalent,1-2 years,George Town,256,Waiters,40,KYD,Per Week,KYD$8 Per Hour (paid Weekly),"$16,640","$16,640","$16,640","$16,640","$16,640","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
