cJobId,cTitle,sWork,sEducation,sExperience,sLocation,sOccupation,sIndustry,fMinSalary,fMaxSalary,fMeanSalary
P5P7E8,Tiler,1,1,3,3,454,5,28080.00,35100.00,31590.00
P4Q2J7,Manager,1,5,3,1,10,14,80000.00,95000.00,87500.00
P4H4Y5,Food And Beverage Server,1,1,3,3,256,8,11700.00,16380.00,14040.00
P4G8S8,Carpenter Helper,0,1,4,3,454,4,18720.00,21060.00,19890.00
P4D2E3,Kitchen Assistant 1,1,1,4,3,463,11,14040.00,28080.00,21060.00
P3A5P2,Junior Corporate Communications Officer,1,5,3,3,105,18,48660.00,60820.00,54740.00
N8T7A8,Receptionist / Cashier / Assistant,1,1,2,3,226,17,23400.00,28080.00,25740.00
N8T2P3,Florist,1,1,3,3,283,19,28080.00,32760.00,30420.00
N7N3A3,Mason,1,1,7,3,454,5,23400.00,28080.00,25740.00
N7H2W2,Senior Accountant,1,5,4,3,96,2,58333.33,70833.33,64583.33
N6V7S3,Cashier,1,1,3,3,275,19,16380.00,23400.00,19890.00
N5W6S5,Director,1,5,7,1,10,0,141800.00,165000.00,153400.00
N5N5A7,Customer Service Agent,1,3,2,3,198,2,14040.00,18720.00,16380.00
N4M8N5,Administrative Coordinator / Sales Representative,1,5,2,3,99,17,20800.00,24960.00,22880.00
N4C5V4,Assistant Financial Controller,2,5,4,3,96,2,50700.00,66300.00,58500.00
N3S8V6,Mason Steel Fixer,1,1,7,3,320,5,35100.00,35100.00,35100.00
N2S4K8,Drywall Mason,1,1,7,11,320,5,23400.00,74880.00,49140.00
M8J5H7,Steel Worker,1,1,3,3,454,5,23400.00,25740.00,24570.00
M7Y3G2,Handy Man/maintenance Person,1,3,3,3,262,2,18720.00,28080.00,23400.00
M7X5S6,Security Officer I,1,1,2,3,293,7,32824.00,42671.00,37747.50
M7K6D7,Information Technology Assistant,2,5,2,3,218,14,14400.00,20400.00,17400.00
M6B4G7,Roofer,1,1,3,3,324,5,23400.00,23400.00,23400.00
M4Y4M2,Receptionist/office Assistant,1,1,3,3,198,14,19890.00,22230.00,21060.00
M3P5C4,Manager,1,5,4,1,10,14,96250.00,125000.00,110625.00
M3G6S4,Sheetrock Installer/finisher,1,1,3,3,454,5,23400.00,25740.00,24570.00
M2Q5S4,Bakery Assistant 2,1,1,4,3,372,11,14040.00,14040.00,14040.00
K7X2C3,Executive Assistant,1,1,7,3,198,5,37500.00,50000.00,43750.00
K5W6R5,Steel Fixer,1,1,2,3,454,5,18720.00,28080.00,23400.00
K5U3S7,Registered Dental Assistant,1,3,3,1,172,9,58500.00,58500.00,58500.00
K5T5T8,Building Construction Labourer,1,0,7,3,454,5,17550.00,17550.00,17550.00
K5C8M4,Maintenance Technician,1,1,3,3,262,16,35000.00,50000.00,42500.00
K4W6S6,Painter/drywall Finisher,1,1,2,9,331,5,23400.00,28080.00,25740.00
K4K4C3,Tire Repairman,1,1,7,3,345,19,16640.00,20800.00,18720.00
K4D8W5,Kitchen Assistant 3,1,1,4,3,463,11,14040.00,28080.00,21060.00
K3F2T5,Carpenter,1,1,2,3,322,5,23400.00,23400.00,23400.00
K3E3A6,Senior Underwriter,1,5,7,3,13,8,100000.00,125000.00,112500.00
K2U4A8,Janitor,1,1,2,11,445,2,15210.00,15795.00,15502.50
K2K8B7,Gardener,1,1,4,3,450,2,16640.00,16640.00,16640.00
K2J2F3,"Supervisor/assistant Manager, It Audit",1,5,2,3,96,14,58333.30,79166.60,68749.95
K2E8P5,Security Guard,1,1,2,3,293,2,14040.00,18000.00,16020.00
K2A5H3,Bakery Assistant 3,1,1,4,3,372,11,14040.00,28080.00,21060.00
J8D3S5,Janitor,1,1,2,11,333,2,16380.00,16380.00,16380.00
J7Q6F3,Store Clerk/general Helper,1,1,2,3,274,19,14040.00,18720.00,16380.00
J7G8P4,Real Estate Agent,1,4,3,3,193,16,14995.50,24004.50,19500.00
J7F5G6,Corporate Adminstrator,1,3,3,3,198,8,35997.00,45591.00,40794.00
J7A2A5,Kitchen Helper,1,1,2,3,463,0,18200.00,20800.00,19500.00
J6E2A4,Web 3 Client Relationship Manager,1,5,4,5,13,8,100000.00,108333.33,104166.67
J5P2C4,Water Well Driller,1,3,4,3,393,18,36400.00,46800.00,41600.00
J4W7G5,Bakery Assistant 4,1,1,4,3,372,11,14040.00,28080.00,21060.00
J4D3K4,Nurse Specialist (palliative Care),1,5,3,3,66,9,60000.00,80000.00,70000.00
J3T2P3,Architectural Technologist,1,5,7,3,58,14,52000.00,74880.00,63440.00
J2C3Y5,Gardener,1,1,4,3,450,19,14040.00,14040.00,14040.00
H8J5C8,Technical Customer Service Associate,1,2,3,3,218,13,16380.00,18720.00,17550.00
H7T5T3,Caregiver,1,1,5,3,268,9,14040.00,14040.00,14040.00
H6G3B4,Cashiers Stockperson,2,1,2,13,226,19,15600.00,15600.00,15600.00
H6D7E6,Handyman/maintenance Man,1,1,3,3,454,2,14040.00,16380.00,15210.00
H6C4K5,Carpenter,1,1,5,3,322,5,23400.00,23400.00,23400.00
H4U6T4,"Manager - Compliance, Legal & Governance",1,5,6,3,13,2,50000.00,75000.00,62500.00
H4H6A6,Catering And Conference Manager,1,5,3,3,191,0,50000.00,55833.33,52916.67
H3H7M3,Customer Service Representative,1,3,3,8,226,9,29250.00,29250.00,29250.00
H3H4S6,Vice President - Funds Fiduciary,1,5,2,3,194,8,108333.33,145833.33,127083.33
H2G5X6,Operation Theatre Technician,1,5,3,2,106,9,25000.00,50000.00,37500.00
H2E7M4,Assistant Cook,1,1,3,11,463,2,21060.00,25740.00,23400.00
G7Y4M3,Senior Associate-audit,1,5,2,3,96,2,58333.33,66666.67,62500.00
G5P8R5,Senior Learning & Development Officer,1,5,4,3,103,8,64759.50,89934.00,77346.75
G5B8H3,Mason,1,1,4,3,320,5,23400.00,32760.00,28080.00
G4S4N7,Store Clerk,1,3,2,3,242,19,22230.00,24570.00,23400.00
F8C5E6,Senior Administrator,1,2,5,3,99,5,30000.00,36000.00,33000.00
F8B2R7,Bartender,1,1,3,1,257,8,26000.00,28600.00,27300.00
F7G8D6,Mason Worker,1,1,3,3,320,5,33280.00,46800.00,40040.00
F6U4D4,Cabinet Maker/installer,1,1,3,3,378,11,23400.00,35100.00,29250.00
F6R7B3,Electronics Technician - The Audiophile,1,1,6,3,141,19,75600.00,77400.00,76500.00
F6C6E2,Assistant Project Manager,1,5,4,3,22,5,35100.00,37440.00,36270.00
F4S2T2,Barber,1,1,3,11,258,14,18200.00,20800.00,19500.00
F3Y8B6,Engineering Supervisor,1,3,5,8,52,0,23400.00,35100.00,29250.00
F3S2Q3,Sales & Marketing Manager,1,3,7,1,14,14,65000.00,75000.00,70000.00
F3G7A8,Printer / Etcher,3,4,3,3,361,2,14040.00,23400.00,18720.00
F2G5J3,"Associate Director (senior Manager), Restructuring & Insolvency",1,5,3,3,10,8,104166.67,150000.00,127083.33
E7W6H3,Office Assistant,1,5,3,12,223,17,12480.00,12480.00,12480.00
E7V5H4,Janitor,1,1,3,3,441,2,14040.00,18720.00,16380.00
E7U7S2,Radiographer - Acai Ultrasound Imaging Services Ltd.,1,3,3,3,164,14,48006.40,60008.00,54007.20
E7N2U7,Food & Beverage Server,1,1,2,3,256,0,12001.60,12480.00,12240.80
E7B3B3,Carpenter/mason,1,1,7,11,319,5,24960.00,24960.00,24960.00
E5Y7G6,Book Keeper,1,3,2,3,239,19,23400.00,30420.00,26910.00
E5W5F5,Patient Services Coordinator,1,4,3,3,287,9,30000.00,33600.00,31800.00
E5E3D4,"Construction Engineer (civil, Structural, Architectural)",1,5,5,1,52,14,80000.00,100000.00,90000.00
E4Q3V4,Janitor,1,1,3,3,333,2,14040.00,16380.00,15210.00
E4K8M3,Supply Chain Analyst,1,5,2,3,23,2,54166.67,62500.00,58333.33
E4G5N3,Apprentice Plumber,1,1,4,3,329,5,32760.00,37440.00,35100.00
E3K2U5,Carpenter/drywall,1,0,7,3,322,5,24960.00,24960.00,24960.00
E2R2Y2,Mason/carpenter/steel Fixer,1,1,3,3,320,5,28080.00,30420.00,29250.00
E2P4N4,General Helper,1,1,2,3,445,5,23400.00,23400.00,23400.00
D8K4B4,Tax Advisory Senior Associate /assistant Manager,1,5,2,3,96,14,58333.30,80833.30,69583.30
D8E4G8,Welder/flamecutter,1,3,4,3,335,5,28080.00,35100.00,31590.00
D8B8E4,Entertainer,1,1,6,8,133,4,23920.00,31200.00,27560.00
D7R5K7,Physiotherapist,1,5,4,3,76,9,16800.00,16800.00,16800.00
D7M7N6,Sales Representative / Administrative Coordinator,1,5,3,3,276,17,24960.00,29120.00,27040.00
D6C2P7,Bartender,1,1,4,3,257,4,13520.00,16640.00,15080.00
D3A2Y7,Manager,1,5,4,1,10,14,83500.00,101500.00,92500.00
C8U8G5,Director,1,5,7,1,10,14,141800.00,165000.00,153400.00
C8P7M4,Driving Instructor,1,3,7,3,267,6,15600.00,28600.00,22100.00
C6U5C4,Senior Corporate Paralegal,1,2,3,1,206,8,79166.67,104166.67,91666.67
C5V8W7,Sales Representative / Customer Service,1,1,2,3,274,19,14625.00,16380.00,15502.50
C4H7D2,Venetian Marble Surface Designer/installer,1,5,6,8,326,5,23400.00,23400.00,23400.00
C4E8Y7,Cell Phone Technician,1,2,3,3,141,13,18720.00,21060.00,19890.00
C4B3B5,Tiler,1,1,7,3,325,5,37440.00,37440.00,37440.00
C3F8J5,Executive Housekeeper,1,1,4,8,260,0,66011.40,84006.00,75008.70
C2M4J5,Recruitment Consultant,1,5,2,3,192,2,42000.00,48000.00,45000.00
C2D2Y3,Director,1,5,7,1,10,14,172500.00,233333.00,202916.50
B8V7Y5,Janitor,1,1,4,3,441,2,15210.00,23400.00,19305.00
B7Y6W8,Maintenance Worker,1,1,6,3,454,5,47993.40,47993.40,47993.40
B4Y6X5,Janitor,1,1,2,11,333,2,16380.00,16380.00,16380.00
B4E4V4,Data Processing Associate,1,1,2,3,225,19,27261.00,37159.20,32210.10
B3F5U6,Service Technician – Mechanic/tires,1,1,7,3,345,19,23400.00,35100.00,29250.00
B3D2F8,Senior Manager,1,5,3,1,10,14,102000.00,130000.00,116000.00
A8U4R2,Kitchen Assistant/helper,1,1,2,8,463,0,12480.00,17160.00,14820.00
A8A7P4,Gardener,1,1,7,3,450,16,23400.00,23400.00,23400.00
A6B4D8,Welder / Mechanical Assistant,1,3,5,3,335,18,27456.00,38896.00,33176.00
A5Y3B6,Hvac-maintenance Technician,1,1,2,3,330,16,30000.00,40000.00,35000.00
A5U8T4,Marine Clerk,1,1,2,3,187,11,18720.00,22880.00,20800.00
A3X6G7,Food And Beverage Employee,1,2,6,3,257,4,39000.00,39000.00,39000.00
A3V2G8,Beauty Therapist,1,1,4,3,259,13,13520.00,27040.00,20280.00
A2N2W5,Culling Person,1,1,3,3,157,2,16380.00,21060.00,18720.00
A2G6B4,Guest Services Agent,1,3,2,8,234,0,35000.00,37500.00,36250.00
A2G2G7,"Supervisor/assistant Manager, Financial Risk Management (frm)",1,5,3,3,96,14,62504.00,81258.67,71881.33
J6M6P3,Steel Fixer,1,1,3,3,334,5,28080.00,35100.00,31590.00
Y8Q7C8,Driving Instructor,1,1,4,3,267,6,28080.00,35100.00,31590.00
Y7Q6A3,Mason,1,1,6,3,320,5,33800.00,44200.00,39000.00
Y7N8G2,Project Engineer,1,5,4,3,52,5,70005.00,120003.00,95004.00
Y6P7C2,Carpenter/ Mason,1,1,4,3,322,2,21060.00,23400.00,22230.00
Y6J3Y8,Plumber Helper,1,1,3,3,329,2,35100.00,37440.00,36270.00
Y6C6N6,Hebrew Teacher,2,1,0,3,208,13,30000.00,36000.00,33000.00
Y4R4U4,Strategy & Transactions Senior,1,5,3,1,96,14,58333.33,79166.67,68750.00
Y3Q3C4,Carpenter,1,1,7,3,454,5,28080.00,32760.00,30420.00
Y3N2N6,Customer Service Attendant,1,1,4,3,281,19,15210.00,19890.00,17550.00
Y2F4F6,Registered Nurse Phlebotomist,1,5,5,3,67,9,40800.00,45000.00,42900.00
X8T6E7,Kitchen Helper,1,1,2,3,463,0,14040.00,15600.00,14820.00
X8F3B7,Busser,1,1,2,0,463,0,14040.00,23400.00,18720.00
X7F4B7,Pump Attendant,1,1,3,5,281,19,16380.00,23400.00,19890.00
X6Y3U8,Cook,1,1,3,3,255,0,15678.00,16380.00,16029.00
X6A2H4,Janitor Cleaner,1,1,3,3,445,2,14040.00,16380.00,15210.00
X5D4G7,Assistant Airconditioning Technician,1,3,7,7,330,5,18720.00,23400.00,21060.00
X4G2B6,Pharmacy Technician,1,3,3,3,166,19,28805.40,29000.00,28902.70
W8F4Y3,Cashier,1,1,3,3,275,0,16380.00,16380.00,16380.00
W7F4W6,Food & Beverage Server,1,1,2,3,256,0,14040.00,14040.00,14040.00
W6V5K6,Photo Lab Assistant Technician,1,3,7,3,143,14,19211.40,19211.40,19211.40
W5K2T5,Carpenter,1,1,6,12,322,0,23400.00,28080.00,25740.00
W4F6G7,Project Financial Controller,1,5,4,3,98,5,35100.00,46800.00,40950.00
W4B8P2,Janitor,1,1,4,3,333,2,14040.00,16380.00,15210.00
W4B3F5,Carpenter,1,1,7,3,454,14,28080.00,32760.00,30420.00
X4P6M4,Trainee Sales Delivery Driver,1,1,1,3,430,8,18200.00,19500.00,18850.00
W2U2M5,Body Repair Painter,1,1,5,3,345,19,24008.40,25201.80,24605.10
W2N2F2,Compliance Officer,1,5,3,3,101,8,40000.00,50000.00,45000.00
W2F5G3,Venetian Marble Surface Designer/installer,1,5,6,3,326,5,19760.00,29640.00,24700.00
V3M3U4,Ramp Agent (cayman Brac),1,1,0,12,161,17,36528.00,46740.00,41634.00
V2U6E7,Radiographer,1,5,3,2,164,9,22000.00,55000.00,38500.00
V2M5A8,Carpenter’s Helper,1,1,3,3,322,19,16440.00,19200.00,17820.00
V2A2K5,"Home Management, Food & Nutrition, And Fashion Designing Teacher",1,5,3,3,83,13,37000.00,55000.00,46000.00
U7C6K8,"Managing Director, Investor Services",1,5,7,3,480,8,154166.67,166666.67,160416.67
U3U5C5,Registered Nurse Phlebotomist,1,5,5,3,67,9,40800.00,45000.00,42900.00
U2K5X7,Janitor,1,1,3,3,440,5,15210.00,15210.00,15210.00
U2F8T8,Business Manager,1,5,4,3,13,13,41953.00,65936.00,53944.50
U2D3T4,Area General Manager,1,5,4,8,32,0,250000.00,291666.67,270833.33
T8E6X2,Food & Beverage Server,1,1,4,3,282,0,23400.00,23400.00,23400.00
T5E5A2,Warehouse Night Shift Supervisor,1,1,4,3,196,19,45000.00,60900.32,52950.16
T5A8K8,Mason/carpenter,1,1,4,3,322,5,30420.00,30420.00,30420.00
T3T7G5,Kitchen Helper,1,1,2,0,463,0,14040.00,23400.00,18720.00
T3Q2Q3,Painter/finisher,1,1,3,3,331,5,28080.00,30420.00,29250.00
T3J6F4,Ice Cream Truck Driver,1,1,4,3,279,0,14040.00,18252.00,16146.00
T3B5G7,Boat Operator,1,1,2,3,438,17,21603.40,26408.20,24005.80
T3B3T7,Cook,1,1,4,0,255,0,18720.00,32760.00,25740.00
S8Q8U2,Cosmetologist / Hair Stylist,1,3,3,3,259,13,15607.80,20802.60,18205.20
S7W5Q3,Heavy Equipment Diesel Technician/operator,1,3,4,3,345,18,18720.00,35100.00,26910.00
S6W8D8,Cashier,1,1,3,2,275,19,16380.00,28080.00,22230.00
S5T2U4,Senior Farm Helper,1,1,6,3,447,19,14040.00,16380.00,15210.00
S4T5M2,Plumber Assistant,1,1,4,13,329,5,28080.00,32760.00,30420.00
S2H3K6,Corporate Administrator,1,4,2,1,99,14,60000.00,80000.00,70000.00
R8V4Y6,Senior Compliance Officer / Mlro / Amlco,1,5,7,3,10,2,108333.33,133333.33,120833.33
R8J4R8,Warehouse Packer,1,1,2,3,242,19,14040.00,35100.00,24570.00
R7M6N4,Cashier,1,1,3,2,275,19,16380.00,28080.00,22230.00
R4W8D4,Auto Technician,1,1,7,3,345,19,24000.00,24000.00,24000.00
R3E5Y2,Director Human Resource Operations,1,5,3,8,11,0,79166.67,100000.00,89583.33
R2X5X5,Construction Labourer,1,1,3,3,454,5,23400.00,23400.00,23400.00
R2T4M3,Warehouse Helper,1,1,7,3,242,19,16800.00,22800.00,19800.00
R2C4M7,Handyman/maintenance Man,1,1,3,3,454,2,14040.00,16380.00,15210.00
Q7N8V5,Kitchen Helper,1,1,2,3,463,0,14274.00,16380.00,15327.00
Q7K2C5,Baker,1,3,3,8,372,0,12870.00,15210.00,14040.00
Q6X8B5,Handyman,1,1,4,2,473,2,24960.00,29120.00,27040.00
Q5H3X2,Warehouse Clerk,1,4,4,3,242,5,18200.00,22880.00,20540.00
Q4T3U3,Events Executive,1,3,2,8,191,0,18720.00,35100.00,26910.00
Q4Q2X5,Print Machine Operator,1,3,3,3,361,19,19200.00,21600.00,20400.00
Q3V5H7,Mason Helper/carpenter Helper,1,1,7,3,320,5,20800.00,24960.00,22880.00
Q3M5M8,Dental Assistant,1,3,7,3,172,9,60320.00,81120.00,70720.00
Q3J5G7,Business Development Manager,1,1,7,3,193,16,55000.00,60000.00,57500.00
Q3J2Q5,Deckhand/handyman,0,1,4,3,445,2,4680.00,6240.00,5460.00
Q3C7Y5,Bartender,1,1,3,0,257,0,14040.00,23400.00,18720.00
Q2Q5A8,Cleaner / Janitor,1,1,2,3,333,2,15210.00,16380.00,15795.00
P8W2T6,Senior Analyst I & Ii - Fiduciary Services Division,1,5,3,3,98,8,77929.00,94519.00,86224.00
P8P3R5,Construction Labourer,1,1,2,3,454,5,23400.00,23400.00,23400.00
P7U6A8,Assistant Cook,1,1,3,0,255,0,18720.00,28080.00,23400.00
P6G7S7,Hvac Supervisor,1,5,3,11,36,5,60000.00,72000.00,66000.00
P5U5H5,Accounts Officer,1,3,4,3,96,19,47000.00,70340.00,58670.00
P5B3M6,Yacht Maintenance/captain/ Instructor,1,3,4,3,438,11,38409.80,41393.30,39901.55
P3K2N5,Mason’s Helper,1,1,4,3,454,14,23400.00,28080.00,25740.00
P2S5D4,Roofer,1,1,7,3,324,5,28080.00,28080.00,28080.00
P2Q3E5,Barista / Server,1,1,3,3,256,0,18720.00,22230.00,20475.00
N8H5B4,Cashier,1,1,3,5,275,19,16380.00,23400.00,19890.00
N7J8N8,Hvac Technician,1,3,7,3,330,5,40950.00,43290.00,42120.00
N5M7W2,Head Of Strategic Business Development & Partnerships,1,5,5,3,480,2,145833.33,170833.33,158333.33
N5A4B4,Legal & Operations Officer,1,5,3,5,197,14,83333.33,108333.33,95833.33
N4G2R6,Mason,1,1,7,3,454,5,28080.00,46800.00,37440.00
N3S3C6,Ac Technician,1,3,7,3,347,5,48000.00,48000.00,48000.00
N2B8A7,Car Wash Attendant,1,1,2,3,443,19,16380.00,22230.00,19305.00
M8D7C6,Chief Analyst – Insurance Supervision Division,1,5,4,3,98,8,92446.00,114843.00,103644.50
M7U6N7,Senior Compliance Analyst,1,5,4,3,98,8,75000.00,91666.67,83333.33
M7J4A8,Journeyman Plumber,1,3,7,3,329,5,60840.00,67860.00,64350.00
M7G6M8,Food And Beverage Server,1,1,2,3,257,0,12480.00,20800.00,16640.00
M5T5U4,Janitor / Cleaner,0,1,2,3,441,4,7280.00,8320.00,7800.00
M5K8C2,Technician,1,1,4,3,368,19,23400.00,26910.00,25155.00
M5G6J2,Hvac Supervisor,1,5,3,11,36,5,50000.00,60000.00,55000.00
M5C6H6,Mason,1,1,5,3,318,4,30420.00,37440.00,33930.00
M3U7N5,Legal Secretary,1,3,7,3,118,14,50000.00,65000.00,57500.00
K8Y5K5,Mason,1,1,5,3,320,2,27456.00,31200.00,29328.00
K7X6B8,Carpenter,1,1,3,3,322,5,28080.00,30420.00,29250.00
K7E2E2,Carpenter,1,1,4,3,322,2,23400.00,35100.00,29250.00
K6G6H2,Senior Corporate Administrator,1,5,4,1,99,14,70000.00,85000.00,77500.00
K6B7T7,Line Cook,1,3,3,8,255,0,12870.00,15210.00,14040.00
K3T7V5,Janitor,1,1,4,3,440,2,14560.00,15600.00,15080.00
K2M5M8,Computer Science Teacher,1,5,4,3,85,13,37000.00,55000.00,46000.00
J6K4B7,Low Voltage Construction Engineer,1,5,7,1,45,14,84988.80,125002.80,104995.80
J5V6J7,Janitor/janitress,1,1,1,3,440,2,12480.00,14560.00,13520.00
J5K6X6,Duct Installer,1,1,2,3,330,13,18720.00,23400.00,21060.00
J3R5Y4,Producer,1,5,3,3,137,10,57993.00,70005.00,63999.00
H6N7M2,Masosn/steelfixer,1,0,4,3,320,5,24960.00,24960.00,24960.00
H6G4D8,Carpenter,1,1,3,3,454,5,23400.00,25740.00,24570.00
H5T2G4,Veterinary Nurse,1,3,2,3,171,19,33600.00,42000.00,37800.00
H4A8P4,Automotive Technician Level 3,1,3,2,3,345,19,39000.00,44200.00,41600.00
H3D2J3,Florist,1,1,5,3,306,19,20802.60,39007.80,29905.20
H2M5X3,Cook,1,1,5,3,255,0,21060.00,23400.00,22230.00
G8U2M5,Hairstylist,1,1,3,3,258,13,17472.00,23400.00,20436.00
G5H4B4,Legal And Operations Associate,1,5,7,1,206,8,83333.33,83333.33,83333.33
G4M3J5,Ice Cream Truck Driver,1,1,4,3,279,0,14040.00,18135.00,16087.50
F8V6K2,Audit Senior Manager,1,5,5,3,10,14,83333.33,112500.00,97916.67
F8C4S5,Cleaner,1,1,2,3,441,2,14040.00,21060.00,17550.00
F8B7F8,Food & Beverage Server,1,1,2,0,375,0,14040.00,23400.00,18720.00
F5R8F8,Mason/carpenter,1,1,4,3,320,5,28080.00,30420.00,29250.00
F3F5D5,Mason,1,1,4,3,320,5,28080.00,30420.00,29250.00
E6W8S6,Bookkeeping/accounts Clerk,1,5,1,3,239,14,24008.40,29998.80,27003.60
E5P2H4,Regulatory Accountant,1,5,4,3,96,8,83333.33,100000.00,91666.67
E5N2S5,Senior Recruiter,1,1,2,3,102,2,45833.33,62500.00,54166.67
E5E4R2,(risk Assurance) Senior Associate,1,5,3,1,10,14,60000.00,68000.00,64000.00
E2P3U4,Dietitian,1,5,3,2,77,9,35000.00,50000.00,42500.00
D8V6F6,Hr Generalist,1,5,3,3,268,0,36000.00,48000.00,42000.00
D6X3K6,Auto Body Technician,1,1,7,3,345,14,26000.00,26000.00,26000.00
D6A7H4,Carpenter,1,1,3,3,320,0,27040.00,27040.00,27040.00
D4Q5W6,Account Manager- Client Accounting,1,5,3,3,96,8,66666.67,87500.00,77083.33
D4M8W2,Special Systems Technician,1,3,4,3,141,5,23400.00,67860.00,45630.00
D4H2F2,Electrician,1,3,6,3,365,5,39780.00,46800.00,43290.00
D3B6E7,Delivery Man/shelf Packer,1,1,3,3,461,19,15210.00,23400.00,19305.00
C8A3U4,Itc Technical Business Analyst,1,5,4,3,108,19,55000.00,70000.00,62500.00
C7K6J6,Mason,1,1,3,3,454,5,28080.00,35100.00,31590.00
C7K3Y4,Janitor/janitress,1,1,1,3,440,2,12480.00,14560.00,13520.00
C5U8W3,Pump Attendant,1,1,3,7,281,19,16380.00,23400.00,19890.00
C2V5G8,Mason,1,1,4,11,454,5,30420.00,35100.00,32760.00
C2V4N6,Assistant Coach,1,3,4,3,210,4,37440.00,41600.00,39520.00
C2D3P2,Spa Service Expert,1,3,2,8,234,0,14040.00,18720.00,16380.00
B6S8B8,Chiropractor,1,5,4,3,80,19,36000.00,36000.00,36000.00
B6M5X4,Caregiver,1,1,1,3,288,2,14040.00,16380.00,15210.00
B5B4T4,Etcher/ Laser Engraver,3,4,3,3,361,2,14040.00,23400.00,18720.00
B4V3P6,Reliable Window Cleaner,1,1,2,3,444,14,23400.00,35100.00,29250.00
B3T8U7,Carpenter Helper,1,1,3,3,322,11,21060.00,28080.00,24570.00
B2E6P4,Janitor,1,1,3,3,441,2,15210.00,23400.00,19305.00
A8E8H8,Food Delivery Person Position,1,1,3,8,430,0,14040.00,16380.00,15210.00
A7H7R6,Handyman,1,1,3,3,473,13,18720.00,23400.00,21060.00
A4F2D5,Line Cook,1,3,4,8,255,0,28080.00,32760.00,30420.00
A3Y2N6,Civil Works Supervisor,1,3,4,3,149,5,35100.00,46800.00,40950.00
A3C7X5,Cashier,1,1,3,7,275,19,16380.00,23400.00,19890.00
A2K3B2,Mason,1,1,6,3,454,2,23400.00,28080.00,25740.00
A2G7Q2,Science Teacher,1,5,3,3,83,13,37000.00,55000.00,46000.00
W2W7C5,Janitor,1,1,2,3,445,2,14040.00,18720.00,16380.00
U6Q7Q8,General Cleaner,1,1,4,4,440,9,18720.00,18720.00,18720.00
J6R6X4,Mobile Tire Repair,1,1,4,0,345,19,14040.00,18720.00,16380.00
Y7X3G6,Line Cook,1,1,4,3,255,0,14040.00,21060.00,17550.00
Y6Y3P4,Mason Helper,1,1,4,3,454,5,20800.00,24960.00,22880.00
Y3X5R6,Nail Technician,1,1,3,3,259,13,14391.00,50000.00,32195.50
Y3W3A7,Messenger,1,1,2,3,472,2,14040.00,16380.00,15210.00
Y3N8D8,Fitness Trainer,1,1,4,3,211,4,18000.00,24000.00,21000.00
Y2Y5K3,Labourer-cyb,1,1,2,12,454,18,32090.00,40110.00,36100.00
X5N7M4,Caregiver/domestic Helper,1,1,3,3,440,1,17550.00,21949.20,19749.60
X3T8Y6,Caregiver,1,1,2,3,285,6,16800.00,16800.00,16800.00
X2C2U2,Personal Assistant,1,2,3,3,250,19,29998.80,59997.60,44998.20
W8B7A2,Consultant – Web3 Front End Developer,1,3,3,3,109,14,66666.67,83333.33,75000.00
W7T6F7,Carpenter,1,1,5,3,322,5,29120.00,29120.00,29120.00
W7K2A4,Rebar Fabricator,1,1,3,3,231,19,23400.00,46800.00,35100.00
W3Q4X8,Low Voltage Technician,1,2,4,3,364,5,29120.00,37440.00,33280.00
W2W2K7,Kitchen Helper,1,1,1,1,463,0,16380.00,21060.00,18720.00
V8S6B5,Assistant Manager,1,5,3,3,33,0,57200.00,79300.00,68250.00
V8Q7Y8,Pizza Maker/driver/customer Service Representative,1,1,1,3,462,0,14040.00,23400.00,18720.00
V7E2D2,A/c Installation & Maintenance Technician,1,3,5,3,330,5,46800.00,60840.00,53820.00
V6U7C5,Cleaner,1,1,2,3,441,2,18720.00,28080.00,23400.00
V3X3S7,Drywall Finisher/mason/metal Framer,1,1,4,3,320,5,23400.00,35100.00,29250.00
V2G6S8,Cosmetologist,1,3,7,3,259,13,54007.20,59997.60,57002.40
V2D3X3,Mechanic,1,1,4,0,347,12,31192.20,36410.40,33801.30
U8X8P7,Maintenance Man,1,1,4,3,454,5,23400.00,23400.00,23400.00
U7S8B5,Laborer,1,1,6,3,454,2,23400.00,23400.00,23400.00
U7C2N6,Carpenter Helper,1,1,3,3,454,5,23400.00,30420.00,26910.00
U5A5N7,Mason/carpenter,1,1,5,3,454,2,28080.00,35100.00,31590.00
U4D3M4,Delivery Driver,1,3,3,8,430,0,15210.00,15210.00,15210.00
U3G5E2,"Business Manager, Executive Director",1,6,6,3,10,2,208333.33,229166.67,218750.00
U2E3J7,Senior Associate - Dispute Resolution,1,4,5,1,118,14,158333.33,208333.33,183333.33
T8A2N4,Cake Decorator/baker,1,3,3,8,372,11,18720.00,21060.00,19890.00
T7X8J6,Cellphone And Computer Technician,1,3,4,3,219,19,15600.00,23400.00,19500.00
T7H6P4,Mobile Car Washer,1,0,7,3,443,14,16640.00,16640.00,16640.00
T6H2D7,Head Of Marine Science Education,1,7,7,13,29,6,58333.33,66666.67,62500.00
T3H6V7,Car Rental Agent,1,1,2,12,276,2,14040.00,16380.00,15210.00
S8V6T4,Sales Clerk,1,1,5,3,187,19,14040.00,16380.00,15210.00
S8S2E8,Carpenter Helper,1,3,4,3,454,5,23400.00,28080.00,25740.00
